id,author
978-7-5197-1558-8,法律出版社法规中心
978-7-5109-2122-3,最高人民法院民事审判第二庭
978-7-206-15246-7,蔡晓锋
978-7-5478-3961-4,上海市人民政府
978-7-5692-3167-0,杨建斌
978-7-5693-0553-1,席群
978-7-5690-2558-3,李树浪
978-7-5680-3775-4,教育部科技司
978-7-5178-2630-9,郑张欢
978-7-202-13147-3,刘刚
978-7-5692-2577-8,唐欣瑜
978-7-5097-8084-8,社会价值投资联盟（深圳）
978-7-5579-0266-7,漫画爸爸
978-7-5620-8604-8,北京吴少博律师事务所
978-7-5455-3520-4,闫仲渝
978-7-5537-9056-5,蒲川
978-7-305-20030-4,乔均
978-7-5126-6201-8,刘晓亭
978-7-5591-0682-7,深圳市规划国土发展中心
978-7-5093-8990-4,国务院法制办公室
978-7-5429-5708-5,《中华人民共和国现行税收法规及优惠政策解读:2018年权威解读版》编写组
978-7-5141-9931-4,中国保险行业协会
978-7-5066-9124-6,吴文忠
978-7-5047-6798-1,河北省现代物流业发展领导小组办公室
978-7-5564-2625-6,涂文学
978-7-5153-5131-5,熊梓淇
978-7-5136-5387-9,中国企业改革与发展研究会
978-7-115-48347-8,陈楠华
978-7-5310-9647-4,高了高
978-7-03-054188-8,钟海燕
978-7-5197-1963-0,冯博
978-7-5678-0637-5,《征管评估岗位每日一题》编写组
978-7-5688-5483-2,张文彩
978-7-5310-7748-0,武育红
978-7-5457-1723-5,王雅坤
978-7-112-22989-5,住房和城乡建设部
978-7-5066-9012-6,贾玉奎
978-7-5681-4596-1,于双
978-7-5658-3669-5,李勇
978-7-5096-5215-2,奚秀岩
978-7-5086-9152-7,张维中
978-7-5086-9152-7,达姆
978-7-5645-5529-0,陈忠海
978-7-220-10870-9,谢波
978-7-5658-3675-6,李勇
978-7-5197-2887-8,招商局集团有限公司
978-7-5092-1629-3,饶明亮
978-7-5197-1893-0,环保公益性行业科研专项后续研究课题组
978-7-5197-2088-9,时建中
978-7-5504-3451-6,中公教育全国银行招聘考试研究院
978-7-5489-3513-1,王贵华
978-7-305-19846-5,李克桥
978-7-5201-3313-5,陈广汉
978-7-03-055342-3,魏凤
978-7-5093-9757-2,王占强
978-7-5197-1960-9,胡嘉金
978-7-04-050352-4,全国考研英语配套教材编委会
978-7-5658-3517-9,王金锋
978-7-5119-2752-1,《内蒙古审计年鉴》编纂委员会
978-7-307-20009-8,孙霞
978-7-5114-4869-9,有道考神研发中心
978-7-5175-0326-2,范筱静
978-7-5197-2854-0,林镥海
978-7-302-50806-9,温牧澜
978-7-04-050411-8,宫东风英语教学团队
978-7-115-50043-4,王宏
978-7-5620-7948-4,刘筠筠
978-7-5620-8585-0,赵卿
978-7-5658-2516-3,叶浦芳
978-7-5685-1362-3,江沈英
978-7-5001-5501-0,刘婷婷
978-7-5119-2792-7,广西审计年鉴编纂委员会
978-7-5203-2993-4,李新烽
978-7-302-51069-7,社科赛斯教育集团
978-7-115-48787-2,王连海
978-7-210-10224-3,李希朗
978-7-114-14893-4,交通运输部公路局
978-7-309-13461-2,熊玉莲
978-7-5472-5512-4,张志平
978-7-5022-8836-5,文都大学英语四六级命题研究组
978-7-5429-5604-0,翟继光
978-7-5493-6632-3,洪东亮
978-7-5442-9214-6,唐作斌
978-7-5658-2943-7,王金锋
978-7-112-22798-3,《建设工程法规及相关知识考前冲刺试卷》编委会
978-7-301-26431-7,葛晓音
978-7-5197-2103-9,胡政
978-7-5197-2103-9,曹越
978-7-111-59263-1,张智勇
978-7-5693-0445-9,商志
978-7-5675-8107-4,列奥・施特劳斯
978-7-5675-8107-4,扎科特
978-7-5678-0740-2,中国税务学会
978-7-5095-8285-5,国家外汇管理局综合司
978-7-301-29928-9,商务部外国投资管理司
978-7-301-29086-6,叶小兰
978-7-5193-0469-0,新东方考试研究中心
978-7-5197-2926-4,孙晋
978-7-301-29985-2,吴振华
978-7-5001-5685-7,张建森
978-7-5604-4267-9,古川末喜
978-7-5604-4267-9,董璐
978-7-5620-8566-9,杨宇冠
978-7-5520-2577-4,张正怡
978-7-5197-2245-6,中国快递协会
978-7-5162-1828-0,郝红颖
978-7-101-13157-4,叶嘉莹
978-7-5682-6422-8,陈佩江
978-7-04-049397-9,赵金楼
978-7-121-33817-5,张启浩
978-7-5620-8373-3,盛永彬
978-7-5693-0455-8,商志
978-7-5049-9807-1,许恒平
978-7-5197-2242-5,丁茂中
978-7-04-050039-4,李树红
978-7-313-18742-0,马德高
978-7-5126-6227-8,王树槐
978-7-5022-8866-2,刘涛
978-7-5197-2390-3,法律出版社大众出版编委会
978-7-5022-9335-2,谭剑波
978-7-5428-6733-9,伊瓦尔・贾埃弗
978-7-5428-6733-9,邢紫烟
978-7-5428-6733-9,邢志忠
978-7-5395-6627-6,彭为弘
978-7-5395-6625-2,杜若岩
978-7-5086-9480-1,吉米・索尼
978-7-5086-9480-1,杨晔
978-7-5325-8743-8,张兴武
978-7-5570-1223-6,罗艳辉
978-7-5110-3617-9,李英
978-7-5576-5832-8,张洁清
978-7-5535-1207-5,布拉尼米尔・约万诺维奇
978-7-5535-1207-5,张彦
978-7-5535-1207-5,黄纯洲
978-7-5197-2970-7,法律出版社法规中心
978-7-313-18977-6,上海理彰律师事务所
978-7-301-29007-1,吕良彪
978-7-5596-1897-9,王坤
978-7-5596-1897-9,童画小巫
978-7-313-19016-1,王义保
978-7-5171-2856-4,郭学魁
978-7-5126-6520-0,李同宗
978-7-5201-3572-6,李林
978-7-119-11266-4,陆仁
978-7-119-11266-4,郦青
978-7-119-11266-4,李雪
978-7-5148-4734-5,刘署刚
978-7-5646-4186-3,吕德才
978-7-115-47176-5,注册会计师全国统一考试研究中心
978-7-5387-5957-0,陈振林
978-7-5488-3483-0,刘知侠
978-7-5087-5986-9,余茹
978-7-113-24348-7,冯梦龙
978-7-113-24348-7,苏肄海
978-7-113-24348-7,王嫒
978-7-213-09094-3,胡承槐
978-7-5615-7233-7,年月
978-7-5615-7233-7,中共龙海市委宣传部
978-7-5615-7233-7,台海杂志社
978-7-5126-6346-6,刘宪立
978-7-5594-1960-6,陈一心
978-7-5205-0510-9,宾步程
978-7-5205-0510-9,夏超一，宾恩信
978-7-5205-0510-9,辑理
978-7-5166-3890-3,粉笔公考
978-7-219-10680-8,杨砚寓
978-7-219-10680-8,潘其旭
978-7-219-10680-8,农冠品
978-7-219-10680-8,韩家权
978-7-219-10680-8,张增业
978-7-219-10680-8,许晓明
978-7-5472-5817-0,郑汉良
978-7-5115-5271-6,李晶磊
978-7-5086-8550-2,李峰
978-7-5594-1779-4,拉塞尔・柯克(RusselKirk)
978-7-5594-1779-4,张大军
978-7-5435-8513-3,刘丙钧
978-7-5692-2854-0,叶玲
978-7-5411-4841-5,鲁敏
978-7-5580-2694-2,谷清平
978-7-113-24161-2,《亲历者》编辑部
978-7-5451-4713-1,关婧
978-7-5608-7751-8,曹吉鸣
978-7-5570-1364-6,曹雪芹
978-7-5570-1364-6,靳文泉
978-7-5583-1059-1,曹文轩
978-7-5583-1059-1,安武林
978-7-5580-3704-7,奥飞娱乐
978-7-5580-3704-7,凌速文化
978-7-5449-6695-5,曹文轩
978-7-5449-6695-5,崔敏
978-7-5603-7788-9,王博医
978-7-5595-1470-7,徐滟
978-7-5475-1411-5,中国民主建国会上海市委员会
978-7-5594-2593-5,八月长安
978-7-305-19889-2,陈宗杰
978-7-5493-6355-1,黄钰洁
978-7-5369-7275-9,葡萄籽传媒有限公司
978-7-5549-2259-0,脉望传统文化工作室
978-7-5363-7233-7,蒙宁
978-7-5174-0510-8,《中华人民共和国宪法》编写组
978-7-5562-4118-7,杨鹏
978-7-208-15292-2,高慧琳
978-7-5193-0284-9,泡泡少儿英语学术研究中心
978-7-5557-0842-1,廉东星
978-7-5585-3232-0,刘晶
978-7-5187-0704-1,傅天琳
978-7-5201-2357-0,连玉明
978-7-5639-6186-3,赵筱
978-7-5049-9645-9,许闲
978-7-111-60883-7,赵英著
978-7-5201-2432-4,黄国平
978-7-5141-9364-0,沈娜利
978-7-5126-5966-7,王铁昌
978-7-5637-3799-4,邹统钎
978-7-204-15492-0,蔡常青
978-7-5603-7503-8,王秋燕
978-7-5183-2408-8,崔修建
978-7-5339-5391-1,宁波教育学院・《未来作家》编委会
978-7-5126-6349-7,草雨
978-7-5692-3343-8,赵志业
978-7-5162-1878-5,沙丽金
978-7-5484-4173-1,未来之音
978-7-5087-6060-5,王杰秀
978-7-5130-5537-6,巩艳红
978-7-5137-1259-0,陈晖
978-7-5137-1259-0,沈苑苑
978-7-5511-1964-1,托如珍
978-7-5049-9435-6,费一飞
978-7-300-25826-3,张宗英
978-7-202-13049-0,川上丘库
978-7-5496-2613-7,马宏
978-7-5213-0069-7,张艺宁
978-7-5142-2152-7,国家通用语言文字系列教材编委会
978-7-5493-7868-5,未小西
978-7-04-049547-8,孔庆炎
978-7-04-049547-8,余渭深
978-7-5552-6316-6,阳光三采
978-7-229-13267-5,孙曙
978-7-5704-0484-1,曹雪芹
978-7-5468-1550-3,古马
978-7-5126-6391-6,黄吉文
978-7-5197-2980-6,江苏省高级人民法院
978-7-5135-9856-9,杨悦
978-7-5115-5240-2,李永新
978-7-5699-2521-0,马歇尔・杰文斯
978-7-5699-2521-0,曾沁音
978-7-5141-9662-7,曲如晓
978-7-5541-3069-8,白小兰
978-7-5586-0843-8,徐阳
978-7-100-16260-9,燕京大学社会学系清河调查委员会
978-7-5096-5751-5,江山
978-7-201-13609-7,赵骞
978-7-208-15040-9,秦德君
978-7-04-050497-2,马宏俊
978-7-5095-8521-4,寇业富
978-7-5093-8983-6,国务院法制办公室
978-7-5180-5228-8,赵晓康
978-7-5063-9935-7,诺布朗杰
978-7-313-19504-3,武光军
978-7-5561-2119-9,刘建武
978-7-5139-2088-9,黄兴
978-7-5492-5638-9,彭东方
978-7-122-33034-5,徐瑞莲
978-7-302-50908-0,左美云
978-7-5504-3738-8,雨虹BL
978-7-5704-0088-1,张春丽
978-7-5126-6207-0,翟蕴慧
978-7-5630-5607-1,江苏省防汛防旱指挥部办公室
978-7-5498-3493-8,张芸欣
978-7-5126-6219-3,程台月
978-7-5164-1759-1,张斓
978-7-5210-0250-8,张际标
978-7-5707-0186-5,金波
978-7-5211-0033-4,周炜
978-7-5699-2041-3,梁实秋
978-7-5693-0973-7,樊毅
978-7-5121-3568-0,王欣兰
978-7-5536-6840-6,北京新东方研发中心
978-7-5010-5854-9,陕西省文物保护研究院
978-7-5455-3768-0,朱光潜
978-7-201-13929-6,孙见坤
978-7-201-13929-6,志怪社
978-7-5113-7362-5,文舒
978-7-5621-9607-5,舒德骑
978-7-5646-3989-1,《煤矿班组长安全培训教材》编委会
978-7-302-51186-1,王昌沛
978-7-306-06535-3,潘智彪
978-7-121-33028-5,禾禾妈妈
978-7-121-33028-5,张梦雨
978-7-5429-5971-3,国际注册会计师（税务师、财务经理）综合能力等级考试教材编写委员会
978-7-5447-7548-9,茅盾
978-7-5417-6642-8,孙卫卫
978-7-5417-6642-8,王蔚
978-7-5187-0644-0,语文出版社教材研究中心
978-7-5327-7718-1,安徒生
978-7-5327-7718-1,任溶溶
978-7-5120-3200-2,喻晓
978-7-313-18745-1,董洪川
978-7-5136-5152-3,李秋香
978-7-5705-0236-3,周婷
978-7-03-058166-2,胡莹
978-7-5180-4999-8,朴劲贤
978-7-5148-4413-9,两色风景
978-7-5470-5095-8,冰波
978-7-5470-5095-8,赵光宇
978-7-122-31335-5,罗佛如
978-7-5016-1384-7,曹文轩
978-7-5016-1384-7,李华
978-7-5016-1384-7,导读
978-7-5085-3850-1,七田教育研究所
978-7-5702-0374-1,李继宗
978-7-5108-7250-1,周占龙
978-7-5500-2638-4,殷云
978-7-5594-3038-0,苏瑞娜
978-7-5493-7181-5,何非
978-7-5692-3098-7,曹文波
978-7-01-019321-2,陈学明
978-7-5619-5225-2,陈贤纯
978-7-302-49167-5,陈鹏
978-7-5086-8955-5,张天漫
978-7-5313-5318-8,童喜喜
978-7-5315-7686-0,冯水滢
978-7-5180-4762-8,袁黄
978-7-5180-4762-8,东篱子
978-7-5148-5074-1,曹文轩
978-7-5148-5074-1,李广宇
978-7-5108-6753-8,张业春
978-7-5455-4047-5,陈伯吹
978-7-301-29844-2,翟?
978-7-5684-0990-2,盛永祥
978-7-105-15484-5,全国人民代表大会常务委员会办公厅
978-7-300-26048-8,李建玲
978-7-5190-3320-0,张庆之
978-7-5126-6490-6,易沙
978-7-5675-7474-8,上海市教育委员会教学研究室
978-7-5205-0298-6,杜纲
978-7-5354-8317-1,二月河
978-7-5321-6874-3,大畜
978-7-5693-1004-7,中公教育出国考试研究院
978-7-5137-1252-1,保冬妮
978-7-5654-3042-8,王觉
978-7-5597-1083-3,冰波
978-7-5597-1083-3,许青峰
978-7-5093-9492-2,张国华
978-7-5639-6151-1,北董
978-7-5639-6151-1,陈泽新
978-7-5206-0036-1,蒋又一
978-7-5695-0445-3,岚皋县文化文物广电局
978-7-5610-9051-0,天明教育专升本考试研究组
978-7-5682-6195-1,王长义
978-7-5126-6665-8,姜盛维
978-7-214-22303-6,鲍雨
978-7-5536-7272-4,戴维・麦基根(DavidMcKeegan)
978-7-219-10599-3,黄营
978-7-222-17351-4,吴礼权
978-7-5620-7994-1,王小龙
978-7-227-06951-5,朱百强
978-7-5121-3709-7,宁春燕
978-7-5164-1707-2,李坤恒
978-7-5451-4763-6,韩素宏
978-7-5051-4725-6,张晓静
978-7-04-050068-4,《新编实用英语视听说》教材改编组
978-7-5403-4818-2,汉语大字典编辑委员会
978-7-200-13536-7,中国科协科普部
978-7-5170-6610-1,前程少儿
978-7-01-019242-0,张奎良
978-7-5302-1789-4,石一枫
978-7-5126-6655-9,李玉兰
978-7-301-29141-2,姚建龙
978-7-5387-5674-6,《中学生博览》杂志社
978-7-313-20217-8,施红
978-7-113-25013-3,汇智书源
978-7-5636-5974-6,李怀湘
978-7-5504-3549-0,金秋萍
978-7-5560-8889-8,海豚传媒
978-7-5672-2563-3,秀强教育中心
978-7-5672-2563-3,蓝小巫工作室
978-7-5170-6797-9,李宁
978-7-5360-8676-0,郭小东
978-7-5407-8431-7,黄继树
978-7-5146-1645-3,高菲
978-7-5020-7020-5,一路开花
978-7-5321-6681-7,刘建彬
978-7-5692-3185-4,孙金华
978-7-111-58733-0,罗纳德・查理森(RonaldW.Richardson)
978-7-111-58733-0,牛振宇
978-7-5647-6563-7,马洪江
978-7-5569-1183-7,张敏
978-7-5569-1183-7,霍燕
978-7-5569-1183-7,任丽慧
978-7-5569-1183-7,王薇
978-7-5569-1183-7,包娜娜
978-7-5548-2246-3,张怀存
978-7-5548-2246-3,曹文轩
978-7-5458-1611-2,贺桂梅
978-7-5582-2621-2,黄定海
978-7-5580-4480-9,飞鱼儿
978-7-5108-6964-8,李吕梁
978-7-5612-6186-6,虞登峰
978-7-5126-6708-2,邹高翔
978-7-5108-6646-3,管家琪
978-7-5121-3632-8,陈树文
978-7-5500-2799-2,东奔西顾
978-7-04-050496-5,张力
978-7-5194-4115-9,全国注册城乡规划师职业资格考试用书编写组
978-7-5688-4206-8,李长滨
978-7-5390-6255-6,邹恒锋
978-7-5457-1818-8,邓彩彪
978-7-213-08695-3,葛欣
978-7-5568-3158-6,章鱼
978-7-5637-3711-6,施耐庵
978-7-5637-3711-6,郑术焱
978-7-5450-5866-6,喇卫东
978-7-5581-6095-0,龙阳
978-7-5143-7063-8,程来川
978-7-5409-8063-4,张人俐
978-7-5126-6761-7,林牧
978-7-5180-4057-5,张玛丽
978-7-5702-0544-8,王福梅
978-7-122-33139-7,马翠萝
978-7-5361-6311-9,汪树东
978-7-5108-7405-5,杜世洪
978-7-5197-2005-6,林雪贞
978-7-5699-2479-4,刘中洋
978-7-5582-2279-5,杨秀武
978-7-5468-1403-2,嘉昌
978-7-5168-1906-7,王剑
978-7-5501-4543-6,清秋子
978-7-04-045419-2,李英红
978-7-5699-2569-2,刘克襄
978-7-204-15640-5,布和朝鲁
978-7-5426-6482-2,唐代兴
978-7-221-14763-9,梁实秋
978-7-5184-1839-8,刘正宏
978-7-5541-2814-5,红柯
978-7-5020-7023-6,一路开花
978-7-5126-6739-6,李益民
978-7-5014-5899-8,全国公安文联
978-7-5409-8061-0,肖启楫
978-7-5500-2961-3,童亮
978-7-5087-6087-2,王金华
978-7-5166-3831-6,粉笔教师
978-7-5685-1621-1,宋昕
978-7-111-60117-3,成虎
978-7-5596-2335-5,多米尼克・贾尼科
978-7-5596-2335-5,黄广凌
978-7-5559-0558-5,刘斯奋
978-7-5559-0558-5,谭运长
978-7-5012-5773-7,杨闯
978-7-5158-2304-1,王钰
978-7-04-049625-3,赵丽生
978-7-5120-3485-3,杨再礼
978-7-115-48560-1,王雄
978-7-5035-6409-3,曹天亮
978-7-5103-2321-8,胡延华
978-7-5210-0204-1,邹国华
978-7-5210-0204-1,鲸骑士文化传播有限公司
978-7-5142-2368-2,柯渔
978-7-5104-6689-2,赵镇琬
978-7-5104-6689-2,莎拉
978-7-5427-7246-6,黄玉
978-7-5142-2065-0,北京人文起飞科技有限公司
978-7-313-18608-9,张玉涛
978-7-201-14211-1,天津市文明办
978-7-202-13575-4,川上丘库
978-7-04-049783-0,彭小晴
978-7-5458-1637-2,王元化
978-7-5312-4248-2,品悦童书馆
978-7-5197-2247-0,全国法律专业学位研究生教育指导委员会
978-7-5402-5088-1,徐志摩
978-7-5550-1501-7,杨祯萍
978-7-105-15330-5,李克强
978-7-5086-6324-1,戴维・M.波特
978-7-5086-6324-1,高微茗
978-7-5141-9180-6,哈尔滨商业大学会计学院
978-7-5546-1103-6,郭志昌
978-7-5546-1103-6,昆山市顾炎武研究会
978-7-5108-7362-1,吴彩云
978-7-5657-2410-7,黄巍
978-7-5688-5352-1,刘畅
978-7-5454-6578-5,靳玉良
978-7-5190-3970-7,陈政立
978-7-5203-3756-4,王文龙
978-7-5312-4436-3,胡格吉夫
978-7-5562-4177-4,鲁迅
978-7-5443-8466-7,余泽雄
978-7-111-60721-2,王曼
978-7-5148-4755-0,两色风景
978-7-121-33496-2,北京课工场教育科技有限公司
978-7-302-49566-6,陈国海
978-7-5141-8937-7,黄友
978-7-5693-0533-3,许爱梅
978-7-5148-4465-8,刘丙钧
978-7-5148-4465-8,王祖民
978-7-01-019602-2,胡刘
978-7-5570-1246-5,青耳
978-7-5095-7936-7,黄威
978-7-5170-6521-0,陈家迁
978-7-5114-3694-8,中国石油工程建设有限公司
978-7-5613-9947-7,邢小俊
978-7-5427-7123-0,王凡
978-7-5427-7123-0,韩梅
978-7-5196-0337-3,王永先
978-7-5396-6393-7,周贺鲁
978-7-5315-7620-4,迈克斯
978-7-5496-2627-4,古龙
978-7-5647-5658-1,成都技术职业学院
978-7-5049-9409-7,国家外汇管理局国际收支分析小组
978-7-5706-0398-5,陈水林
978-7-5407-8488-1,陈彤
978-7-5407-8488-1,苏晴
978-7-309-14096-5,王迎红
978-7-117-26132-6,殳儆
978-7-5675-7591-2,王斯德
978-7-5552-6917-5,汇思图书文化工作室
978-7-5482-3348-0,沈涛
978-7-5482-3348-0,岳灵玉
978-7-5493-8129-6,木朵
978-7-5704-0270-0,叶圣陶
978-7-5304-9356-4,竹兜早教套装项目组
978-7-80768-247-9,沈从文
978-7-80768-247-9,卓雅
978-7-80768-247-9,摄影
978-7-5203-2125-9,刘家思
978-7-5643-6698-8,王万洪
978-7-5126-6717-4,方文德
978-7-5675-7221-8,茅海建
978-7-208-15519-0,李向阳
978-7-5143-6780-5,时音
978-7-5057-4370-0,高璇
978-7-5394-9714-3,王金石
978-7-5394-9714-3,严强华
978-7-5145-1357-8,王巧琳
978-7-02-013637-7,流潋紫
978-7-5126-6339-8,张国勋
978-7-5101-6164-3,棒棒熊文化
978-7-227-06985-0,刘智远
978-7-5560-7986-5,舒静
978-7-5319-5781-2,李素萍
978-7-04-049157-9,沈文天
978-7-03-055671-4,孔为民
978-7-5340-6464-7,杨智
978-7-121-34502-9,罗宇毅
978-7-313-19191-5,王玫
978-7-302-49981-7,王秀方
978-7-5550-1655-7,曹雪芹
978-7-5550-1655-7,高鹗
978-7-5594-1519-6,乐小米
978-7-121-33028-5,禾禾妈妈
978-7-121-33028-5,任梦
978-7-5012-5881-9,向道华
978-7-121-33923-3,鲍鱼
978-7-121-33923-3,禾禾妈妈
978-7-5536-7935-8,沈石溪
978-7-5536-7935-8,蔡明亮
978-7-5489-3247-5,中图文库编委会
978-7-01-020072-9,杨超
978-7-5555-1151-9,鲍尔吉・原野
978-7-5201-4064-5,刁伟涛
978-7-222-16918-0,马安民
978-7-5200-0262-2,严欢
978-7-300-25334-3,闫飞龙
978-7-206-14999-3,国家统计局吉林调查总队
978-7-04-049997-1,欧阳友权
978-7-5536-6887-1,俞敏洪
978-7-208-15171-0,上海市群众艺术馆
978-7-225-05582-4,马非
978-7-301-29559-5,金鼎汉
978-7-105-15560-6,王彦苹
978-7-5020-7051-9,严文井
978-7-5387-5744-6,鲍尔吉・原野
978-7-5649-3281-7,赵玉玲
978-7-01-019639-8,李长生
978-7-5174-0589-4,《不该失守的底线:42名违纪违法干部的忏悔与警示》编写组
978-7-5387-5945-7,《语文报》编写组
978-7-5131-4634-0,庞培
978-7-5500-2830-2,黄鑫
978-7-5553-6762-8,林青
978-7-5210-0257-7,糖朵朵
978-7-5210-0257-7,郑洪杰
978-7-5410-8269-6,于磊
978-7-5047-6821-6,陈黎
978-7-5477-2947-2,嘉士佳影
978-7-203-10369-1,小闲
978-7-5590-3514-1,李健
978-7-5590-3514-1,艾合提热木・托合提
978-7-5653-3179-4,梅建明
978-7-5620-7954-5,张刚强
978-7-5201-3218-3,中国农业大学马克思主义学院
978-7-5585-2570-4,夏日紫
978-7-5531-1076-9,《三台诗词全集》编委会
978-7-5196-0378-6,王振威
978-7-5470-4894-8,鲁迅
978-7-108-06294-9,钱穆
978-7-5520-2372-5,蒋伟
978-7-5688-4232-7,李瑛
978-7-5642-3022-7,李凯
978-7-5126-6585-9,谢向东
978-7-5580-4100-6,赵琼
978-7-5177-0836-0,中国指数研究院
978-7-5133-2968-2,秦雨朝
978-7-5136-5033-5,王先庆
978-7-5201-3104-9,段国圣
978-7-5108-6721-7,林树顺
978-7-5500-3026-8,王爱红
978-7-5689-0812-2,刘伟
978-7-5702-0768-8,孙莹
978-7-5702-0768-8,庄予s
978-7-111-59019-4,朱东方
978-7-83008-424-0,周静
978-7-83008-424-0,匡小荣
978-7-5667-1594-4,姚济国
978-7-5178-0319-5,宋桂明
978-7-5143-6696-9,苏曼凌
978-7-5429-5931-7,孙美杰
978-7-5126-6385-5,汪文德
978-7-5170-6349-0,朱小华
978-7-5321-6887-3,李翔
978-7-5484-3728-4,桃乐工作室
978-7-221-09860-3,林素娥
978-7-221-09860-3,弗兰切斯卡・阿西雷利
978-7-5426-6274-3,田秉锷
978-7-5126-6099-1,何竞
978-7-5526-3436-5,蒋处宁
978-7-5126-6432-6,张宁
978-7-5143-7234-2,高钰
978-7-5575-4168-2,伍剑
978-7-5409-7731-3,阿都日以
978-7-5190-3638-6,蒋祖逸
978-7-5503-1582-2,马丁・海德格尔
978-7-5503-1582-2,孙周兴
978-7-5500-2860-9,马宇飞
978-7-300-25865-2,孙晓岭
978-7-5472-4683-2,吴楚材
978-7-5314-8183-6,雷倩
978-7-5364-9111-3,姜永育
978-7-5046-7576-7,畅明琦
978-7-5201-2147-7,耿明斋
978-7-5118-8363-6,本・索尔
978-7-5118-8363-6,孙世彦
978-7-5594-2789-2,纪云裳
978-7-5488-3181-5,王洪侠
978-7-5583-1196-3,管家琪
978-7-5583-1196-3,夏果皮
978-7-5317-4317-0,陈亮
978-7-220-11068-9,白明江
978-7-5197-2793-2,高憬宏
978-7-5126-6556-9,纪红梅
978-7-5210-0277-5,杨国桢
978-7-02-014393-1,贾平凹
978-7-201-13791-9,威尔斯
978-7-201-13791-9,徐建萍
978-7-113-25088-1,《铁路班组长管理理论与实务》编委会
978-7-5461-7881-3,王艳萍
978-7-5049-9575-9,任森林
978-7-5137-1326-9,美国尼克儿童频道
978-7-5137-1326-9,人文起飞
978-7-5190-3797-0,邓成超
978-7-5396-6018-9,孙志保
978-7-109-24132-9,汪三贵
978-7-109-24132-9,全国扶贫宣传教育中心
978-7-300-25408-1,迪利普・索曼
978-7-300-25408-1,王尔笙
978-7-5562-3981-8,段张取艺
978-7-5339-5319-5,宁波教育学院・《未来作家》编委会
978-7-313-19763-4,陈晓云
978-7-5115-5692-9,王光宗
978-7-5594-1995-8,简o
978-7-5201-2320-4,温锋华
978-7-5145-1266-3,陶红亮
978-7-5174-0491-0,《＜中国共产党纪律检查机关监督执纪工作规则（试行）＞学习问答》编写组
978-7-5688-5324-8,石立哲
978-7-5472-5366-3,郭俊峰
978-7-5317-3933-3,阎维山
978-7-5327-7717-4,戴蒙德(JaredDiamond)
978-7-5327-7717-4,江滢
978-7-5327-7717-4,叶臻
978-7-305-20097-7,王P
978-7-5500-2822-7,凤久安
978-7-121-33842-7,余创
978-7-5594-1416-8,李成明
978-7-5175-0244-9,海关总署关税征管司
978-7-5208-0581-0,张浩
978-7-5702-0210-2,苗曙光
978-7-5126-6058-8,陈康
978-7-5137-1325-2,美国尼克儿童频道
978-7-5137-1325-2,人文起飞
978-7-305-18919-7,保冬妮
978-7-305-18919-7,夏婧涵
978-7-305-18919-7,吕佳鑫
978-7-305-18919-7,李宇珂
978-7-5635-5365-5,袁玲
978-7-5126-5951-3,张鹰
978-7-5126-5951-3,骆玫
978-7-5170-6622-4,隋修平
978-7-5143-7511-4,周婧
978-7-5158-2201-3,魏星
978-7-5315-7537-5,雨田
978-7-201-13747-6,佟希仁
978-7-228-20338-3,张维为
978-7-228-20338-3,贺忠德
978-7-5143-6830-7,陈湘迪
978-7-5166-4044-9,中国国际贸易促进委员会
978-7-5180-5106-9,李秀兰
978-7-313-19498-5,露丝・贝哈(RuthBehar)
978-7-313-19498-5,施F
978-7-5049-9487-5,刘雪莲
978-7-5704-0630-2,高晓红
978-7-5489-3544-5,鲁斌
978-7-5034-9966-1,顾明道
978-7-5561-1942-4,夏远生
978-7-5585-2323-6,韩丽
978-7-5585-2323-6,康禹
978-7-119-11668-6,王璨
978-7-307-11956-7,许安心
978-7-209-11470-7,田晓静
978-7-313-19042-0,甘爱平
978-7-223-05970-1,程福宁
978-7-122-32027-8,乐淘动漫
978-7-122-32027-8,金版数媒
978-7-5422-5149-7,韩文智
978-7-5574-1165-7,张大龙
978-7-5643-6421-2,文静
978-7-5313-5527-4,胡世宗
978-7-5387-5677-7,《中学生博览》杂志社
978-7-5404-8410-1,陈希米
978-7-221-14604-5,W十一
978-7-5409-7947-8,邱伍各
978-7-5317-4226-5,鲁迅
978-7-5317-4226-5,叶君
978-7-5658-2502-6,黄凡
978-7-5213-0257-8,外研社综英分社教程工作室
978-7-202-13574-7,川上丘库
978-7-01-019109-6,郎咸平
978-7-113-24919-9,于雷
978-7-5552-7262-5,孙平
978-7-5702-0698-8,美国小方熊猫
978-7-5335-5657-0,吴雪灏
978-7-5690-1950-6,杨文韬
978-7-5096-5617-4,徐洁
978-7-5645-5745-4,陈一静
978-7-5581-5473-7,教育2+1早教研发中心
978-7-5594-2451-8,陆永基
978-7-5201-3591-7,《中国中小城市发展报告》编纂委员会
978-7-5188-0683-6,慧律法师
978-7-5016-1404-2,刘先平
978-7-5192-4530-6,李永新
978-7-5692-2047-6,杨华
978-7-5552-7673-9,青岛市档案馆
978-7-5196-0353-3,上海塔坚信息科技有限公司
978-7-5446-4488-4,张隆胜
978-7-5365-8607-9,绘本梦工厂
978-7-5068-6955-3,汪修荣
978-7-5533-2152-3,红狐童书馆
978-7-5395-6545-3,王淑芬
978-7-5339-5441-3,宁波教育学院・《未来作家》编委会
978-7-5474-2750-7,朱颖
